record_id,product_class,archive_identifier,title,creator,description_excerpt,source_page_url,license_url,selected_file,selected_format,bytes,duration_seconds,width,height,matched_queries,discovery_score,selection_status,selection_reason
,Washing Machine,youtube-OdGQe8JEh78,[LG Washing Machine] - How to exchange the door,LG customer support Europe_official,This video describes how to exchange the door of a LG washing machine. The bolts for the door bracket are 8 mm hexagon type. Be aware that some models have an integrated display and must be exchanged by an authorised SVC technician. Source: https://www.youtube.com/watch?v=OdGQe8JEh78 Uploader: LG customer support Europe_official,https://archive.org/details/youtube-OdGQe8JEh78,,OdGQe8JEh78.mp4,MPEG4,13145476,50.97,1280,720,"title:(""washing machine"" ""how to"")",5,eligible,
,Washing Machine,youtube-P6i7jl3T3kM,Samsung EcoBubble™ Washing Machine: Laundry hacks by a wild bear,Samsung India,"Every time this bear gets messy, he uses the EcoBubble™ washing machine to remove stains. Detergent is turned into soapy bubbles that quickly penetrate deep into fabrics and remove tough stains, for a faster and more effective wash. It also protects fabrics while cleaning which makes clothes look new. Know more: http://spr.ly/60511gYwT Connect with us: Support: https://www.samsung.com/in/support/ Community: https://r2.community.samsung.com/t5/India/ct-p/in Facebook: https://www.facebook.com/Sams",https://archive.org/details/youtube-P6i7jl3T3kM,,P6i7jl3T3kM.mp4,MPEG4,4462212,60.07,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-PF7iEv09xwU,Samsung AI Ecobubble™ Washing Machine: Simple. Gentle. Intelligent Wash.,Samsung India,"Meet the new Samsung AI Ecobubble™ Washing Machine, designed for simple, gentle and intelligent washing. Its AI control panel offers intelligently personalized recommendations, making it delightfully simple to use. The Ecobubble™ wash maximizes fabric protection, using detergent bubbles to efficiently dislodge even the toughest stains, treating clothes gently, and washing them thoroughly. With QuickDrive™ technology, it can wash up to twice as fast, saving you precious time and energy. Bring hom",https://archive.org/details/youtube-PF7iEv09xwU,,PF7iEv09xwU.mp4,MPEG4,4236021,39.01,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-TurO5gUy9eA,How to remove odd odours from your LG washing machine,LG DIY Service,"LG washing machine odor, LG washing machine smell, how to remove LG washing machine odor, LG washing machine smells Source: https://www.youtube.com/watch?v=TurO5gUy9eA Uploader: LG DIY Service",https://archive.org/details/youtube-TurO5gUy9eA,,TurO5gUy9eA.mp4,MPEG4,11736668,158.5,1280,720,"title:(""washing machine"" ""how to"")",5,eligible,
,Washing Machine,youtube-XI9NrUyMoUE,[LG Washing Machine] - How to disassemble the Vivace ezDispense Washing Machine,LG customer support Europe_official,This video shows how to disassemble the LG Vivace ezDispense Washing Machine. The video includes disassembly of the top plate and front (including the Main PCB). Source: https://www.youtube.com/watch?v=XI9NrUyMoUE Uploader: LG customer support Europe_official,https://archive.org/details/youtube-XI9NrUyMoUE,,XI9NrUyMoUE.mp4,MPEG4,44004711,329.86,1280,720,"title:(""washing machine"" ""how to"")",5,eligible,
,Washing Machine,youtube-X_lWfgXJLFA,LG Washer Laundry Tub Cleaning,LG USA,Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=X_lWfgXJLFA Uploader: LG USA,https://archive.org/details/youtube-X_lWfgXJLFA,,X_lWfgXJLFA.mp4,MPEG4,11513627,115.54,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-ZbgEN_g9DhA,LG Washer : How to Connect the Water Supply Hose | LG,LG Malaysia,Let's go over a few basic things you should check before connecting the hoses. 1) Preparing 2) Threaded Tap Types 3) Non-Threaded Tap Types 4) Flushing 5) Connect Inlet For more information visit https://www.lg.com/my/front-load-washers Source: https://www.youtube.com/watch?v=ZbgEN_g9DhA Uploader: LG Malaysia,https://archive.org/details/youtube-ZbgEN_g9DhA,,ZbgEN_g9DhA.mp4,MPEG4,11238526,304.16,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-ZbxlCHATW8o,Samsung AI Ecobubble™ Washing Machine: Simple. Gentle. Intelligent Wash.,Samsung India,"Meet the new Samsung AI Ecobubble™ Washing Machine, designed for simple, gentle and intelligent washing. Its AI control panel offers intelligently personalized recommendations, making it delightfully simple to use. The Ecobubble™ wash maximizes fabric protection, using detergent bubbles to efficiently dislodge even the toughest stains, treating clothes gently, and washing them thoroughly. Bring home the new AI Ecobubble™ washing machine, and enjoy the next-gen laundry experience. Buy now: http:/",https://archive.org/details/youtube-ZbxlCHATW8o,,ZbxlCHATW8o.mp4,MPEG4,3048440,30.0,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-eUndqFAw8ik,Samsung AI Ecobubble™ Washing Machine: Simple. Gentle. Intelligent Wash.,Samsung India,"Introducing the Samsung AI Ecobubble™ washing machine. It has Artificial Intelligence built-in, which makes it smart enough to learn your laundry habits and suggest you appropriate laundry cycles. While AI makes your washing easy, Ecobubble™ ensures the gentlest of washes. The future of washing machines is here. #Ecobubble #Samsung Know more: https://bit.ly/3fxQIcY Connect with us: Support: http://spr.ly/6051Hafk7 Community: http://spr.ly/6052HafkC Facebook: http://spr.ly/6053Hafkh Twitter: http",https://archive.org/details/youtube-eUndqFAw8ik,,eUndqFAw8ik.mp4,MPEG4,5100708,53.73,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-f_d3rOJmgDo,LG Washer - Deep Wash Cycle,LG USA,"The Deep Wash cycle is perfect for loads with a mix of items such as jeans, shirts, cottons, and bed linens. Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=f_d3rOJmgDo Uploader: LG USA",https://archive.org/details/youtube-f_d3rOJmgDo,,f_d3rOJmgDo.mp4,MPEG4,16319007,62.21,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-gzOYAi3Faqw,Easy tips to prevent bad odour in your Samsung washing machine,Samsung India,"Keeping your washing machine fresh and free of malodours is both important and easy. Follow the list of easy tips shown in this video to learn how to prevent bad odours from building up in your washing machine. If you have any questions, or you’d like some more assistance, you can WhatsApp us on 1800 5 7267864. #Samsung Connect with us: Support: http://spr.ly/6054MHWHY Community: http://spr.ly/6057MHWHW Facebook: http://spr.ly/6058MHWHo Twitter: http://spr.ly/6059MHWHU Instagram: http://spr.ly/6",https://archive.org/details/youtube-gzOYAi3Faqw,,gzOYAi3Faqw.mp4,MPEG4,8551485,140.32,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-jda0ZT1cIDI,LG Washer : How to Turn On/Off the Sound | LG,LG Global,Watch LG's step-by-step guide on how to turn the chimes on and off for your LG washing machine. 1) Turn Off 2) Turn On For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=jda0ZT1cIDI Uploader: LG Global,https://archive.org/details/youtube-jda0ZT1cIDI,,jda0ZT1cIDI.mp4,MPEG4,5185776,80.46,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-lZdArO4Vmyw,How to prevent the ‘auto drain’ issue in your Samsung Top Load washing machine.,Samsung India,"Your Top Load washing machine could be having the ‘auto drain’ issue for a number of reasons. No need to worry, just watch this video to see the methods you can try to resolve the issue. If, for some reason, the problem persists, you can contact us on 1800 5 SAMSUNG (7267864). Our executives will be happy to assist you. Know more: http://spr.ly/6055J5o8W. #Samsung Connect with us: Support: http://spr.ly/6056J5o8o Community: http://spr.ly/6057J5o8U Facebook: http://spr.ly/6058J5o8q Twitter: http:",https://archive.org/details/youtube-lZdArO4Vmyw,,lZdArO4Vmyw.mp4,MPEG4,9545214,137.32,1280,720,"title:(""washing machine"" ""how to"")",5,eligible,
,Washing Machine,youtube-rHzj3M7aL-c,LG Washer - BrightWhites™ Cycle,LG USA,"The BrightWhites™ cycle is best for white items such as bedding, pillow covers, underwear, and other items that can be safely bleached. Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=rHzj3M7aL-c Uploader: LG USA",https://archive.org/details/youtube-rHzj3M7aL-c,,rHzj3M7aL-c.mp4,MPEG4,21488149,80.02,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-tNo-GTWJlBo,Best Samsung Washing Machine for Energy Savings | Samsung UK,Samsung UK,"Want to save money on your energy bills? The Samsung Series 6 AddWah & AutoDose Washing Machines can help you achieve energy savings: https://bit.ly/series-6-washing-machines Explore all Samsung Series 6 Washing Machines and compare models on price, features and the latest deals. 00:00 Best Samsung Washing Machine For Engery Savings 00:03 Samsung Series 6 AddWash & Autodose Washing Machine 00:09 A Class Energy Rating 00:12 Ecobubble Technology & Low Temperature Stain Removal 00:16 AutoDose Cleve",https://archive.org/details/youtube-tNo-GTWJlBo,,tNo-GTWJlBo.mp4,MPEG4,17003004,91.6,1280,720,"title:(""Samsung"" ""washing machine"")",5,eligible,
,Washing Machine,youtube-uX0D_sUbACU,[LG Front Load Washers] ThinQ Functions and Features On Your LG Washer - WM6700HBA,LG USA Support,"For next steps, check out these useful links: Help Library Support: https://www.lg.com/us/support/help-library To request a repair: https://www.lg.com/us/support/repair-service/schedule-repair Our Facebook Support page is another good way to stay connected to all-things LG Support. LG Facebook Support: https://www.facebook.com/LGUSSupport/ Source: https://www.youtube.com/watch?v=uX0D_sUbACU Uploader: LG USA Support",https://archive.org/details/youtube-uX0D_sUbACU,,uX0D_sUbACU.mp4,MPEG4,7875919,234.06,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-us6SN567W3E,LG Washer ezDispense™ - How to Fill the ezDispense™ Tanks,LG USA,"For convenience and ease, you can refill the ezDispense™ without removing the drawer. _________________________________________________ Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=us6SN567W3E Uploader: LG USA",https://archive.org/details/youtube-us6SN567W3E,,us6SN567W3E.mp4,MPEG4,13312782,105.79,1280,720,"title:(""LG Washer"")",5,eligible,
,Washing Machine,youtube-ux53YHapMuo,Samsung Front Load Washing Machine: How to resolve the ‘no spin’ issue,Samsung India,"Has your Front Load Washing Machine suddenly stopped spinning? Don’t worry, just follow the steps shown in this video and your problem should be solved in no time. If, for some reason, the issue persists, just give us a call on 1800 5 SAMSUNG (7267864). Our executives will be happy to assist. #Samsung Know more: http://spr.ly/6054yEdrg Connect with us: Support: http://spr.ly/6055yEdr9 Community: http://spr.ly/6056yEdri Facebook: http://spr.ly/6057yEdrc Twitter: http://spr.ly/6059yEdrl Instagram:",https://archive.org/details/youtube-ux53YHapMuo,,ux53YHapMuo.mp4,MPEG4,6721103,127.57,1280,720,"title:(""washing machine"" ""how to"")",5,eligible,
,Washing Machine,youtube-x8khe9HDhWQ,LG Front Load Washing Machine - How to Reduce Vibration,LG USA,"If your LG Front Load Washing Machine is experiencing vibration, watch this video on how to reduce vibration in order to prevent permanent damage. Source: https://www.youtube.com/watch?v=x8khe9HDhWQ Uploader: LG USA",https://archive.org/details/youtube-x8khe9HDhWQ,,x8khe9HDhWQ.mp4,MPEG4,10901199,92.07,1280,720,"title:(""washing machine"" ""how to"")",5,eligible,
,Washing Machine,ngv_ve_it_20031230_vita_da_eroi_5_the_washing_machine,Vita da eroi 5 - the washing machine,Videoduelli - Cine LoFi,"Al ritorno dal consueto addestramento, Gisvelto, Icaro e Supercool vengono coinvolti in uno scambio animato tra il Capitan Bombardone e la Donna Mosca. Ci si accorge che e' ormai da parecchio tempo che nessuno dei supereroi maschi mette a lavare il costumino. Tra pance ipertrofiche e visite inaspettate, la puntata si fa notare sopratutto per l'esposizione di nudita' ad un passo dall'essere considerate, giustamente, oscene.",https://archive.org/details/ngv_ve_it_20031230_vita_da_eroi_5_the_washing_machine,,ngv_ve_it_20031230_vita_da_eroi_5_the_washing_machine.mp4,h.264,123458177,1189.8,360,288,"title:(""washing machine"")",4,eligible,
,Washing Machine,nick-jr-face-the-washing-machine_202407,Nick Jr Face The Washing Machine,Archive contributor,Face pretends to be a Washing Machine,https://archive.org/details/nick-jr-face-the-washing-machine_202407,,Nick Jr Face the Washing Machine.mp4,MPEG4,1960631,30.6,480,360,"title:(""washing machine"")",4,eligible,
,Washing Machine,youtube--ncd6f4VnT0,LG Washer and Dryer - Activate the Drum Light,LG USA,"With your convenience in mind, your LG Washer and Dryer come equipped with an illuminating LED drum light to help maximize tub visibility. Follow these steps to manually activate the drum light on your LG Washer and Dryer. For more information on LG Washers and Dryers, please visit us at: http://www.lg.com/us/washers-dryers Source: https://www.youtube.com/watch?v=-ncd6f4VnT0 Uploader: LG USA",https://archive.org/details/youtube--ncd6f4VnT0,,-ncd6f4VnT0.mp4,MPEG4,2645525,47.18,1280,720,"title:(""LG Washer"")",4,eligible,
,Washing Machine,youtube-1K9w5hQZ4Ss,LG Washer : ezDispense(auto dosing) Error Messages | LG,LG Global,"Are Opn or Ed error does popping up on the control panel display? This means you are experiencing problems related to the ezDispense. 1) OPEN ERROR: Opn 2) ezDispense ERROR: Ed1, Ed3 3) Call for Service: Ed2, Ed4, Ed5 For more information visit▶ Brand Site: https://www.lg.com/common/index Source: https://www.youtube.com/watch?v=1K9w5hQZ4Ss Uploader: LG Global",https://archive.org/details/youtube-1K9w5hQZ4Ss,,1K9w5hQZ4Ss.mp4,MPEG4,8578599,129.45,1280,720,"title:(""LG Washer"")",4,eligible,
,Washing Machine,youtube-2X9FJeRpqRE,QuickDrive™ Washing Machine Reduce laundry time by half Samsung,Samsung Gulf,Source: https://www.youtube.com/watch?v=2X9FJeRpqRE Uploader: Samsung Gulf,https://archive.org/details/youtube-2X9FJeRpqRE,,2X9FJeRpqRE.mp4,MPEG4,9931903,68.48,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-4o1G_Rotfmw,AddWash™ Washing Machine Smarter way to do laundry Samsung,Samsung Gulf,Source: https://www.youtube.com/watch?v=4o1G_Rotfmw Uploader: Samsung Gulf,https://archive.org/details/youtube-4o1G_Rotfmw,,4o1G_Rotfmw.mp4,MPEG4,3260900,44.93,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-4yuxV75pT6E,Samsung QuickDrive | Washing Machine: The Feature Film,Samsung UK,"An audiovisual spectacle that draws you inside the inner beauty of the everyday. With original soundtrack by Michael Nyman, Samsung QuickDrive presents Washing Machine: The Feature Film. #WashingMachineFilm Source: https://www.youtube.com/watch?v=4yuxV75pT6E Uploader: Samsung UK",https://archive.org/details/youtube-4yuxV75pT6E,,,,,,,,"title:(""Samsung"" ""washing machine"")",4,reject_file,no bounded video file
,Washing Machine,youtube-5z5fzoyFoug,Samsung Semi-Automatic Washing Machine: The Quick Dry,Samsung India,The Samsung Semi-Automatic Washing Machine’s Air Turbo Drying system spins your washed clothes at high speeds and wrings them nicely so that they dry up quickly. So make sure your clothes stay new with every wash with the Samsung Semi-Automatic Washing Machine. Buy now http://spr.ly/6050zZNW4. #Samsung Connect with us: Support: http://spr.ly/6051zZNWf Community: http://spr.ly/6052zZNWA Facebook: http://spr.ly/6053zZNW7 Twitter: http://spr.ly/6054zZNWC Instagram: http://spr.ly/6055zZNWh To enroll,https://archive.org/details/youtube-5z5fzoyFoug,,5z5fzoyFoug.mp4,MPEG4,8456964,51.62,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-6mgYgrQgQ1I,QuickDrive™ Washing Machine Consumer reviews & experience Samsung,Samsung Gulf,Source: https://www.youtube.com/watch?v=6mgYgrQgQ1I Uploader: Samsung Gulf,https://archive.org/details/youtube-6mgYgrQgQ1I,,6mgYgrQgQ1I.mp4,MPEG4,5172462,81.85,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-7WCIszhSiTI,Samsung AI Ecobubble™ Washing Machine: QuickDrive™ Technology,Samsung India,"Less time, less effort. That's the norm when you do your laundry on the new Samsung AI Ecobubble™ washing machine. Powered by QuickDrive™ Technology, this washing machine washes clothes more effectively with less energy, time and effort. Buy one today, and get the next level laundry experience. #Ecobubble #Samsung Buy now: http://spr.ly/6058ynkCa Connect with us: Support: http://spr.ly/6059ynkCx Community: http://spr.ly/6050ynkCI Facebook: http://spr.ly/6051ynkCL Twitter: http://spr.ly/6052ynkC0",https://archive.org/details/youtube-7WCIszhSiTI,,7WCIszhSiTI.mp4,MPEG4,2188115,18.86,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-BcsacvyIg-M,Samsung - Washing Machine,Samsung Pakistan,To place your order for Samsung washing machine call 0800-72678 or visit https://www.samsung.com/pk/bookonline to book online and get it delivered at your doorstep #StaySafeStayHealthy #AtHome #DoWhatYouCant #SamsungPakistan #GetThroughThisTogether Source: https://www.youtube.com/watch?v=BcsacvyIg-M Uploader: Samsung Pakistan,https://archive.org/details/youtube-BcsacvyIg-M,,,,,,,,"title:(""Samsung"" ""washing machine"")",4,reject_file,no bounded video file
,Washing Machine,youtube-C75w1zo1E6U,Samsung QuickDrive | Washing Machine: The Feature Film - Trailer,Samsung UK,"Samsung presents the movie that you’ve all been waiting for. A tale of suspense and drama that will keep you waiting. From QuickDrive, comes Washing Machine: The Feature Film. Coming soon. #LifesTooShort Source: https://www.youtube.com/watch?v=C75w1zo1E6U Uploader: Samsung UK",https://archive.org/details/youtube-C75w1zo1E6U,,C75w1zo1E6U.mp4,MPEG4,1851267,9.78,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-CaLMmYMwUhw,Samsung AddWash: The Smarter Washing Machine,Samsung UK,"Samsung AddWash is here. Our latest washing machine technology allows you to add to your wash, during the wash*. Add missed garments, hand washed items for rinsing or extra softener to your wash, during the wash. The Samsung Addwash smart washing machine adds the power of Samsung Ecobubble for outstanding washing performance. Open the door to smarter washing. Discover the Samsung Addwash range here: https://www.samsung.com/uk/addwash/ Samsung UK Service website: https://www.samsung.com/uk/suppor",https://archive.org/details/youtube-CaLMmYMwUhw,,CaLMmYMwUhw.mp4,MPEG4,3390330,30.05,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-FtjGa4gK-_g,Samsung QuickDrive | Washing Machine: The Feature Film - Michael Nyman Trailer,Samsung UK,"Washing Machine: A Feature Film, the hypnotic masterpiece sending critics into a spin, featuring an original score by Michael Nyman and a stellar performance by Samsung QuickDrive. Learn more about Samsung QuickDrive here: http://www.samsung.com/uk/quickdrive/ #WashingMachineFilm Source: https://www.youtube.com/watch?v=FtjGa4gK-_g Uploader: Samsung UK",https://archive.org/details/youtube-FtjGa4gK-_g,,FtjGa4gK-_g.mp4,MPEG4,3652000,36.57,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-HE1iOD9sIVw,Samsung AI Ecobubble™ Washing Machine: For a bubble-powered gentle wash,Samsung India,"The new Samsung AI Ecobubble™ washing machine is here. The smartest way to get the gentlest of washes. By pre-mixing water, detergent and air, AI Ecobubble™ generates bubbles that gently remove the toughest of stains and dirt. Not just that, it also has built-in AI to give you a futuristic laundry experience. #Ecobubble #Samsung Know more: https://bit.ly/3fxQIcY Connect with us: Support: http://spr.ly/6050HaCcs Community: http://spr.ly/6051HaCct Facebook: http://spr.ly/6052HaCcQ Twitter: http://",https://archive.org/details/youtube-HE1iOD9sIVw,,HE1iOD9sIVw.mp4,MPEG4,1351898,20.02,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-ILNyoGbbuu4,Samsung QuickDrive | The Making of Washing Machine: The Feature Film,Samsung UK,Composer Michael Nyman discusses his musical collaboration with QuickDrive in Samsung's cinematic tour de force Washing Machine: A Feature Film. Learn more about Samsung QuickDrive here: http://www.samsung.com/uk/quickdrive/ #WashingMachineFilm Source: https://www.youtube.com/watch?v=ILNyoGbbuu4 Uploader: Samsung UK,https://archive.org/details/youtube-ILNyoGbbuu4,,ILNyoGbbuu4.mp4,MPEG4,17566644,108.02,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-M5FPuUBvoU8,LG Washer Dryer NFC Tag On Diagnosis,LG USA,Follow LG USA: Facebook: https://www.facebook.com/LGUSA/ Twitter: https://twitter.com/lgus Instagram: https://www.instagram.com/lgusa Pinterest: https://www.pinterest.com/lgusa/ Source: https://www.youtube.com/watch?v=M5FPuUBvoU8 Uploader: LG USA,https://archive.org/details/youtube-M5FPuUBvoU8,,M5FPuUBvoU8.mp4,MPEG4,8190578,99.89,1280,720,"title:(""LG Washer"")",4,eligible,
,Washing Machine,youtube-P_IB4Lxu9x8,Washing machine on a trampoline,Insider,This is what a washing machine on a trampoline with a brick inside it looks like.,https://archive.org/details/youtube-P_IB4Lxu9x8,,P_IB4Lxu9x8.mp4,h.264,4398098,45.93,854,480,"title:(""washing machine"")",4,eligible,
,Washing Machine,youtube-QDxxS_M4Fs8,Topload Inverter Washing Machine Review | Samsung,Samsung Philippines,"Powerful, gentle, and cost-efficient laundry made possible with the Samsung Topload Inverter Washing Machine. Watch how it can remove stubborn stains while caring for your clothes. #TopLoadWasher #WashingMachine #SmarterThingsAtHome ------------------------------------------------------- Don't forget to subscribe to our YouTube channel to get all the latest updates! https://www.youtube.com/user/samsungphilippines Follow us on social: Facebook - https://www.facebook.com/SamsungPH Twitter - https:",https://archive.org/details/youtube-QDxxS_M4Fs8,,QDxxS_M4Fs8.mp4,MPEG4,38519403,202.46,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-Ue3FAbYy5sU,LG SIGNATURE WASHING MACHINE - Redefined Luxury,LG SIGNATURE,Have a taste for the finer things in life? Look no further. It’s for those who know the difference. Define your lifestyle with LG SIGNATURE. Find out more at http://www.LGSIGNATURE.com Source: https://www.youtube.com/watch?v=Ue3FAbYy5sU Uploader: LG SIGNATURE,https://archive.org/details/youtube-Ue3FAbYy5sU,,Ue3FAbYy5sU.mp4,MPEG4,1548292,30.84,1280,720,"title:(""washing machine"")",4,eligible,
,Washing Machine,youtube-WXSiBROJmxw,Samsung Washing Machine Magic Dispenser,Samsung Pakistan,Don’t let there be any detergent residue left on your freshly washed clothes. Samsung’s Magic Dispenser with its powerful propeller action properly dissolves detergent. Source: https://www.youtube.com/watch?v=WXSiBROJmxw Uploader: Samsung Pakistan,https://archive.org/details/youtube-WXSiBROJmxw,,WXSiBROJmxw.mp4,MPEG4,2373556,35.39,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-Zy2T8LN8pkI,LG Washer/Dryer,LG Levant,LG Washer/Dryer; saves water like you've NEVER seen before. Be fascinated! Source: https://www.youtube.com/watch?v=Zy2T8LN8pkI Uploader: LG Levant,https://archive.org/details/youtube-Zy2T8LN8pkI,,Zy2T8LN8pkI.mp4,MPEG4,11906145,65.02,1280,720,"title:(""LG Washer"")",4,eligible,
,Washing Machine,youtube-qjVrOj8lJyg,EcoBubble™ Washing Machine: Bear breaks into house│Samsung,Samsung Levant,"EcoBubble™ takes care of the stickiest stains, so you can indulge in honeycombs without worrying about getting your clothes messy. EcoBubble™ technology mixes air, water and detergent to create soapy bubbles that quickly penetrate each fiber of the fabric for a faster and more effective wash. Fights stains. Protects fabric. #Samsung #WashingMachine #EcoBubble #AddWash Know more: http://spr.ly/6009ENDFf Source: https://www.youtube.com/watch?v=qjVrOj8lJyg Uploader: Samsung Levant",https://archive.org/details/youtube-qjVrOj8lJyg,,qjVrOj8lJyg.mp4,MPEG4,2789921,42.35,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-srUDyDZZ8Co,Samsung - Washing Machine,Samsung Pakistan,Samsung Washing Machine’s Diamond Drum is supremely gentle on your clothes that gives you one less thing to worry about. #AtHome #DoWhatYouCant #SamsungPakistan Source: https://www.youtube.com/watch?v=srUDyDZZ8Co Uploader: Samsung Pakistan,https://archive.org/details/youtube-srUDyDZZ8Co,,,,,,,,"title:(""Samsung"" ""washing machine"")",4,reject_file,no bounded video file
,Washing Machine,youtube-tKxxPrLnvQo,Samsung Washing Machine Diamond Drum,Samsung Pakistan,"With Samsung’s Digital Inverter Technology, your washing machine lasts longer, is quieter, and saves energy. Source: https://www.youtube.com/watch?v=tKxxPrLnvQo Uploader: Samsung Pakistan",https://archive.org/details/youtube-tKxxPrLnvQo,,tKxxPrLnvQo.mp4,MPEG4,2808326,46.26,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-ulCFIWh_Izo,QuickDrive™ Washing Machine Save energy every moment│Samsung,Samsung Gulf,Source: https://www.youtube.com/watch?v=ulCFIWh_Izo Uploader: Samsung Gulf,https://archive.org/details/youtube-ulCFIWh_Izo,,ulCFIWh_Izo.mp4,MPEG4,2889410,23.85,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-wQLkBAbx_rU,Samsung AI Ecobubble™ Washing Machine: Ecobubble™ Technology,Samsung India,"Give your clothes a thorough wash without damaging fabric. The Ecobubble™ technology combines detergent, water and air to create a powerful and gentle bubble mix that soaks through your clothes, and removes the toughest stains gently. Bring home the new Samsung AI Ecobubble™ washing machine and get the next level laundry experience. #Ecobubble #Samsung Buy now: http://spr.ly/6059yOKft Connect with us: Support: http://spr.ly/6050yOKfQ Community: http://spr.ly/6051yOKfv Facebook: http://spr.ly/605",https://archive.org/details/youtube-wQLkBAbx_rU,,wQLkBAbx_rU.mp4,MPEG4,2222566,20.76,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,youtube-yXmjZIpU8lc,Samsung Semi-Automatic Washing Machine: Bye-Bye Detergent Stains,Samsung India,"The Samsung Semi-Automatic Washing Machine’s Magic Mixer, mixes and completely dissolves the detergent in water to prevent detergent stains. So make sure your clothes stay new with every wash with the Samsung Semi-Automatic Washing Machine. Buy now: http://spr.ly/6054KQ2i0. #Samsung Connect with us: Support: http://spr.ly/6056KQ2i2 Community: http://spr.ly/6057KQ2iN Facebook: http://spr.ly/6058KQ2i4 Twitter: http://spr.ly/6059KQ2if Instagram: http://spr.ly/6050KQ2iA To enroll under: Samsung Stud",https://archive.org/details/youtube-yXmjZIpU8lc,,yXmjZIpU8lc.mp4,MPEG4,7200908,46.14,1280,720,"title:(""Samsung"" ""washing machine"")",4,eligible,
,Washing Machine,washing-machine-heart-mapleshade-map-part-2,Washing Machine Heart Mapleshade MAP Part 2,Elsik,"I love Appledust and Mapleshade 👨‍🦯 Map: • Washing Machine Heart || OPEN Maplesh... Characters: Mapleshade, Appledusk, Reedshine ~~~~~ Please DO NOT repost my animations on your channels, compilations, remakes etc! Exceptions include any form of sharing my videos through linking my animation and me allowing you to use it on your channel, such as MAP Parts specifically made for you, where I ask to give credit for my work and not claim it as your own! ~~~~~ Visit me in my other social medias that ",https://archive.org/details/washing-machine-heart-mapleshade-map-part-2,,Washing Machine Heart Mapleshade MAP - Part 2.ia.mp4,h.264 IA,3411234,16.53,1920,1080,"title:(""washing machine"")",1,reject_metadata,negative terms: map part
